time,open,high,low,close,volume,amount1,amount2,flag,timer
2023-10-12 04:00:00,1562.87,1564.72,1561.06,1564.06,257052,25705.2,40169556.322,1,1697054400000
2023-10-12 03:00:00,1558.33,1566.97,1557.25,1562.87,489565,48956.5,76473845.038,1,1697050800000
2023-10-12 02:00:00,1553.44,1559.53,1548.55,1558.34,576323,57632.3,89525592.718,1,1697047200000
2023-10-12 01:00:00,1553.8,1560.25,1549.01,1553.44,760039,76003.9,118176319.987,1,1697043600000
2023-10-12 00:00:00,1559.57,1561.81,1550.77,1553.79,1518303,151830.3,236324954.636,1,1697040000000
2023-10-11 23:00:00,1571,1572.9,1553.63,1559.57,2235299,223529.9,348774366.354,1,1697036400000
2023-10-11 22:00:00,1574.16,1576.7,1568.03,1571,579257,57925.7,91028587.728,1,1697032800000
2023-10-11 21:00:00,1572.77,1574.27,1566.35,1574.16,650586,65058.6,102170166.182,1,1697029200000
2023-10-11 20:00:00,1572.93,1577,1565.29,1572.78,1186121,118612.1,186324334.136,1,1697025600000
2023-10-11 19:00:00,1576.35,1578.76,1571.56,1572.93,484277,48427.7,76253792.773,1,1697022000000
2023-10-11 18:00:00,1576.49,1578.98,1572.77,1576.35,687497,68749.7,108332948.663,1,1697018400000
2023-10-11 17:00:00,1564.49,1578.71,1563,1576.45,1834922,183492.2,288401247.512,1,1697014800000
2023-10-11 16:00:00,1557.01,1564.59,1556.09,1564.49,615261,61526.1,96039481.901,1,1697011200000
2023-10-11 15:00:00,1556.12,1559.86,1553.83,1557,425350,42535,66231233.409,1,1697007600000
2023-10-11 14:00:00,1557.14,1557.76,1547.34,1556.11,647283,64728.3,100516385.697,1,1697004000000
2023-10-11 13:00:00,1560,1560,1551,1557.14,628623,62862.3,97810037.913,1,1697000400000
2023-10-11 12:00:00,1556.36,1561.59,1555.14,1560,434659,43465.9,67781716.584,1,1696996800000
2023-10-11 11:00:00,1559.39,1561.99,1555.48,1556.34,646841,64684.1,100821581.568,1,1696993200000
2023-10-11 10:00:00,1573.73,1575.1,1540.86,1559.39,2476064,247606.4,385489223.323,1,1696989600000
2023-10-11 09:00:00,1574.24,1576,1570.7,1573.73,306398,30639.8,48197106.887,1,1696986000000
2023-10-11 08:00:00,1567.92,1575.93,1567.2,1574.25,497753,49775.3,78207030.538,1,1696982400000
2023-10-11 07:00:00,1568.35,1570.7,1567,1567.94,222298,22229.8,34873135.959,1,1696978800000
2023-10-11 06:00:00,1565.58,1569.82,1565.57,1568.36,182101,18210.1,28554101.959,1,1696975200000
2023-10-11 05:00:00,1560.25,1568.41,1559.11,1565.59,355256,35525.6,55555656.228,1,1696971600000
2023-10-11 04:00:00,1565.94,1567.82,1547.33,1560.25,1058047,105804.7,164679552.063,1,1696968000000
2023-10-11 03:00:00,1566.01,1569.22,1561.19,1565.95,639413,63941.3,100101514.289,1,1696964400000
2023-10-11 02:00:00,1562.54,1566.45,1560.2,1566,415644,41564.4,64986114.777,1,1696960800000
2023-10-11 01:00:00,1565.94,1567.18,1557.03,1562.53,1044312,104431.2,163009762.281,1,1696957200000
2023-10-11 00:00:00,1567.69,1573.06,1558.23,1565.94,1693128,169312.8,265153550.684,1,1696953600000
2023-10-10 23:00:00,1571.8,1574.89,1563.11,1567.7,1534057,153405.7,240664560.549,1,1696950000000
2023-10-10 22:00:00,1575.11,1588.8,1564,1571.81,2348841,234884.1,370416603.98,1,1696946400000
2023-10-10 21:00:00,1574.55,1579,1571.35,1575.11,848818,84881.8,133678220.963,1,1696942800000
2023-10-10 20:00:00,1579.39,1583.78,1571.68,1574.56,1040578,104057.8,164189407.741,1,1696939200000
2023-10-10 19:00:00,1586.03,1587.86,1577.64,1579.45,821785,82178.5,130051335.814,1,1696935600000
2023-10-10 18:00:00,1589.29,1590.71,1582,1586.03,659365,65936.5,104595738.901,1,1696932000000
2023-10-10 17:00:00,1589.61,1590.13,1587.66,1589.29,362541,36254.1,57605326.132,1,1696928400000
2023-10-10 16:00:00,1590.2,1594.98,1589.38,1589.61,462536,46253.6,73621497.804,1,1696924800000
2023-10-10 15:00:00,1590.05,1594.24,1589.36,1590.2,727202,72720.2,115751776.2,1,1696921200000
2023-10-10 14:00:00,1586.37,1590.32,1586.02,1590.05,305002,30500.2,48438443.17,1,1696917600000
2023-10-10 13:00:00,1583.81,1587,1582.61,1586.37,236374,23637.4,37456137.369,1,1696914000000
2023-10-10 12:00:00,1584.87,1585.53,1583.11,1583.82,250114,25011.4,39623692.692,1,1696910400000
2023-10-10 11:00:00,1590.06,1590.66,1584.71,1584.91,373818,37381.8,59315868.828,1,1696906800000
2023-10-10 10:00:00,1579.61,1594.59,1578.22,1590.05,816877,81687.7,129603943.471,1,1696903200000
2023-10-10 09:00:00,1577.93,1581.3,1576.06,1579.6,247492,24749.2,39063935.765,1,1696899600000
2023-10-10 08:00:00,1580.01,1583.63,1577.17,1577.94,423270,42327,66909310.061,1,1696896000000
2023-10-10 07:00:00,1576.8,1581,1576.8,1580.1,178114,17811.4,28127268.741,1,1696892400000
2023-10-10 06:00:00,1579.38,1581.38,1576.6,1576.8,165305,16530.5,26099150.377,1,1696888800000
2023-10-10 05:00:00,1575.92,1581.28,1571.93,1579.37,340559,34055.9,53697525.688,1,1696885200000
2023-10-10 04:00:00,1581.48,1583.75,1575.71,1575.93,226034,22603.4,35702864.542,1,1696881600000
2023-10-10 03:00:00,1577.4,1582.94,1576.36,1581.38,304403,30440.3,48082723.12,1,1696878000000
2023-10-10 02:00:00,1580.35,1586.9,1577.05,1577.39,1013588,101358.8,160257421.415,1,1696874400000
2023-10-10 01:00:00,1569.29,1580.56,1565.1,1580.34,1244664,124466.4,195795976.774,1,1696870800000
2023-10-10 00:00:00,1586.12,1587.24,1543.11,1569.28,8654574,865457.4,1356360244.812,1,1696867200000
2023-10-09 23:00:00,1590.99,1593,1585.11,1586.12,650584,65058.4,103361610.674,1,1696863600000
2023-10-09 22:00:00,1594.2,1598.13,1589.21,1591,582852,58285.2,92886683.877,1,1696860000000
2023-10-09 21:00:00,1587.03,1595.39,1585.12,1594.19,768246,76824.6,122234819.271,1,1696856400000
2023-10-09 20:00:00,1591.01,1594,1583.1,1587.04,1276956,127695.6,202902174.104,1,1696852800000
2023-10-09 19:00:00,1595.51,1595.56,1586.01,1591,1196910,119691,190454746.454,1,1696849200000
2023-10-09 18:00:00,1592.17,1598.75,1591,1595.51,1227599,122759.9,195835971.733,1,1696845600000
2023-10-09 17:00:00,1614.7,1618.66,1580,1592.18,4642205,464220.5,742523048.924,1,1696842000000
2023-10-09 16:00:00,1620.97,1622.21,1612,1614.71,1261469,126146.9,204024299.9,1,1696838400000
2023-10-09 15:00:00,1628.59,1628.6,1617.13,1620.97,1048046,104804.6,169957213.795,1,1696834800000
2023-10-09 14:00:00,1628.5,1630.22,1627.61,1628.6,246927,24692.7,40224326.286,1,1696831200000
2023-10-09 13:00:00,1632.52,1633.52,1628.16,1628.5,243528,24352.8,39711123.376,1,1696827600000
2023-10-09 12:00:00,1633.97,1635.22,1632.24,1632.52,131658,13165.8,21512681.059,1,1696824000000
2023-10-09 11:00:00,1631.73,1636.62,1631.72,1633.97,271619,27161.9,44389876.492,1,1696820400000
2023-10-09 10:00:00,1631.51,1633.5,1630.13,1631.72,253540,25354,41385213.98,1,1696816800000
2023-10-09 09:00:00,1626.63,1634.27,1623.6,1631.51,523160,52316,85171241.595,1,1696813200000
2023-10-09 08:00:00,1632.83,1633.47,1625,1626.6,367636,36763.6,59851739.844,1,1696809600000
2023-10-09 07:00:00,1630.91,1633.5,1630.15,1632.83,147369,14736.9,24048155.49,1,1696806000000
2023-10-09 06:00:00,1632.79,1633.89,1626.98,1630.91,346716,34671.6,56524175.544,1,1696802400000
2023-10-09 05:00:00,1636.18,1638.4,1632.55,1632.7,122164,12216.4,19987210.28,1,1696798800000
2023-10-09 04:00:00,1635.66,1637.79,1633.95,1636.28,109335,10933.5,17880378.729,1,1696795200000
2023-10-09 03:00:00,1635.87,1639.5,1634.69,1635.66,182071,18207.1,29802288.93,1,1696791600000
2023-10-09 02:00:00,1632.01,1635.96,1629.5,1635.86,174394,17439.4,28462136.626,1,1696788000000
2023-10-09 01:00:00,1633,1637.74,1631.33,1632.04,244148,24414.8,39894228.148,1,1696784400000
2023-10-09 00:00:00,1631.28,1634.8,1629.09,1632.99,363827,36382.7,59372280.603,1,1696780800000
2023-10-08 23:00:00,1633.44,1633.99,1630.39,1631.27,228186,22818.6,37242587.776,1,1696777200000
2023-10-08 22:00:00,1629.46,1637.77,1625.5,1633.43,774453,77445.3,126334278.304,1,1696773600000
2023-10-08 21:00:00,1621,1635.36,1618.29,1629.46,1389730,138973,226302862.222,1,1696770000000
2023-10-08 20:00:00,1617.87,1624.81,1616.79,1621,400081,40008.1,64886554.973,1,1696766400000
2023-10-08 19:00:00,1619.06,1621.48,1617,1617.87,408594,40859.4,66149224.434,1,1696762800000
2023-10-08 18:00:00,1624.99,1625.94,1616.06,1619.06,778243,77824.3,126124700.924,1,1696759200000
2023-10-08 17:00:00,1628.75,1629.8,1622.21,1624.99,602086,60208.6,97843262.857,1,1696755600000
2023-10-08 16:00:00,1628.93,1629.79,1624.61,1628.75,311558,31155.8,50711788.278,1,1696752000000
2023-10-08 15:00:00,1628.01,1629.88,1627.14,1628.92,189689,18968.9,30890989.112,1,1696748400000
2023-10-08 14:00:00,1629.41,1631,1627.13,1628.01,302260,30226,49252930.675,1,1696744800000
2023-10-08 13:00:00,1633.57,1634.14,1623.42,1629.41,834321,83432.1,135852987.675,1,1696741200000
2023-10-08 12:00:00,1639.47,1640.2,1632,1633.57,400947,40094.7,65560285.37,1,1696737600000
2023-10-08 11:00:00,1637.64,1639.68,1635.66,1639.46,216138,21613.8,35391338.668,1,1696734000000
2023-10-08 10:00:00,1639.83,1641.5,1636.26,1637.64,251680,25168,41247974.891,1,1696730400000
2023-10-08 09:00:00,1636.93,1640.12,1635.27,1639.84,192690,19269,31563624.689,1,1696726800000
2023-10-08 08:00:00,1634.2,1638.71,1633.73,1636.92,186762,18676.2,30560787.005,1,1696723200000
2023-10-08 07:00:00,1635.59,1636.49,1633.72,1634.2,132349,13234.9,21638853.692,1,1696719600000
2023-10-08 06:00:00,1634.02,1636.04,1634.02,1635.59,96270,9627,15740709.25,1,1696716000000
2023-10-08 05:00:00,1633.57,1634.72,1631.38,1634.02,91893,9189.3,15008585.238,1,1696712400000
2023-10-08 04:00:00,1630.92,1633.77,1630.4,1633.56,177151,17715.1,28908035.615,1,1696708800000
2023-10-08 03:00:00,1635.32,1635.33,1630,1630.91,305694,30569.4,49895459.143,1,1696705200000
2023-10-08 02:00:00,1636.41,1636.86,1633.09,1635.32,208559,20855.9,34099705.972,1,1696701600000
2023-10-08 01:00:00,1637.57,1639.22,1634.18,1636.41,294392,29439.2,48177316.294,1,1696698000000
2023-10-08 00:00:00,1638.4,1639.46,1637.55,1637.58,128818,12881.8,21106742.238,1,1696694400000
2023-10-07 23:00:00,1642.13,1642.6,1634.31,1638.41,432732,43273.2,70892603.445,1,1696690800000
2023-10-07 22:00:00,1641.97,1642.64,1639.4,1642.14,149615,14961.5,24554869.61,1,1696687200000
2023-10-07 21:00:00,1640.29,1643.37,1638.36,1641.97,206962,20696.2,33954494.206,1,1696683600000
2023-10-07 20:00:00,1638.83,1640.72,1638.31,1640.3,135232,13523.2,22175312.99,1,1696680000000
2023-10-07 19:00:00,1639.91,1642.73,1637.53,1638.84,206093,20609.3,33798992.673,1,1696676400000
2023-10-07 18:00:00,1639.15,1640.5,1638.24,1639.92,110954,11095.4,18187952.977,1,1696672800000
2023-10-07 17:00:00,1642.75,1643.4,1638.2,1639.16,171011,17101.1,28057844.91,1,1696669200000
2023-10-07 16:00:00,1637,1643.57,1636.01,1642.6,351643,35164.3,57682979.557,1,1696665600000
2023-10-07 15:00:00,1638.07,1639.67,1636.11,1637,178883,17888.3,29298892.173,1,1696662000000
2023-10-07 14:00:00,1640.3,1640.31,1637.08,1638.07,239764,23976.4,39288417.893,1,1696658400000
2023-10-07 13:00:00,1641.09,1642.11,1639.55,1640.3,138158,13815.8,22666384.973,1,1696654800000
2023-10-07 12:00:00,1641.35,1643.42,1641.08,1641.1,122176,12217.6,20063697.902,1,1696651200000
2023-10-07 11:00:00,1640.7,1643.68,1639.52,1641.35,253325,25332.5,41592688.258,1,1696647600000
2023-10-07 10:00:00,1642.95,1644,1640.57,1640.7,162941,16294.1,26765464.622,1,1696644000000
2023-10-07 09:00:00,1644.38,1646.84,1641.01,1642.95,234600,23460,38552825.436,1,1696640400000
2023-10-07 08:00:00,1644.92,1647.78,1643.97,1644.37,176674,17667.4,29076977.429,1,1696636800000
2023-10-07 07:00:00,1645.02,1646.71,1642.65,1644.92,225995,22599.5,37167297.376,1,1696633200000
2023-10-07 06:00:00,1652.52,1655.2,1644.51,1645.02,283832,28383.2,46836873.757,1,1696629600000
2023-10-07 05:00:00,1646.09,1663,1645,1652.52,856551,85655.1,141919715.371,1,1696626000000
2023-10-07 04:00:00,1646.24,1648.74,1644.11,1646.09,158422,15842.2,26076866.45,1,1696622400000
2023-10-07 03:00:00,1646.49,1656.03,1644.92,1646.12,833940,83394,137663666.06,1,1696618800000
2023-10-07 02:00:00,1647.52,1649.45,1644.03,1646.49,300041,30004.1,49406287.002,1,1696615200000
2023-10-07 01:00:00,1639.96,1649.79,1636.81,1647.52,721571,72157.1,118729623.562,1,1696611600000
2023-10-07 00:00:00,1642.66,1645.55,1634.1,1639.89,1028296,102829.6,168619027.964,1,1696608000000
2023-10-06 23:00:00,1634.12,1649.98,1632.87,1642.66,1898341,189834.1,311863540.644,1,1696604400000
2023-10-06 22:00:00,1629.63,1637,1626.07,1634.12,879637,87963.7,143610584.088,1,1696600800000
2023-10-06 21:00:00,1615.85,1639.08,1610.92,1629.63,2350148,235014.8,382238246.447,1,1696597200000
2023-10-06 20:00:00,1634.79,1635.86,1612.01,1615.81,2123913,212391.3,344966734.503,1,1696593600000
2023-10-06 19:00:00,1631.92,1635.14,1628.53,1634.8,529692,52969.2,86438227.07,1,1696590000000
2023-10-06 18:00:00,1634.5,1639.95,1631.41,1631.92,683947,68394.7,111861244.955,1,1696586400000
2023-10-06 17:00:00,1633.4,1635.8,1632.25,1634.49,256816,25681.6,41958100.301,1,1696582800000
2023-10-06 16:00:00,1630.8,1637.79,1630.37,1633.4,867345,86734.5,141738086.093,1,1696579200000
2023-10-06 15:00:00,1622.16,1632.96,1621.6,1630.79,918345,91834.5,149551365.587,1,1696575600000
2023-10-06 14:00:00,1620.76,1622.48,1619.16,1622.15,177577,17757.7,28783259.625,1,1696572000000
2023-10-06 13:00:00,1622.95,1623.24,1618.55,1620.77,219263,21926.3,35527144.205,1,1696568400000
2023-10-06 12:00:00,1624.41,1624.76,1621.23,1622.9,201645,20164.5,32722866.131,1,1696564800000
2023-10-06 11:00:00,1623.66,1625.15,1622.37,1624.4,226547,22654.7,36785145.133,1,1696561200000
2023-10-06 10:00:00,1622.16,1625.81,1621.98,1623.65,420345,42034.5,68259869.593,1,1696557600000
2023-10-06 09:00:00,1617.26,1623.34,1617,1622.15,413535,41353.5,67010795.367,1,1696554000000
2023-10-06 08:00:00,1612.07,1617.83,1612.07,1617.25,267066,26706.6,43142466.982,1,1696550400000
2023-10-06 07:00:00,1616,1617.99,1611.11,1612.05,196490,19649,31707509.701,1,1696546800000
2023-10-06 06:00:00,1614.59,1618.2,1610,1615.99,190919,19091.9,30821518.585,1,1696543200000
2023-10-06 05:00:00,1617.05,1619.39,1614.51,1614.59,139620,13962,22577830.99,1,1696539600000
2023-10-06 04:00:00,1616.91,1619.8,1614.3,1617.04,249249,24924.9,40306273.16,1,1696536000000
2023-10-06 03:00:00,1617.29,1620.07,1614.8,1616.9,254029,25402.9,41086025.384,1,1696532400000
2023-10-06 02:00:00,1616.9,1619.11,1612.31,1617.3,401832,40183.2,64921224.234,1,1696528800000
2023-10-06 01:00:00,1614.11,1619.36,1608.71,1616.92,873248,87324.8,140976497.69,1,1696525200000
2023-10-06 00:00:00,1618.34,1621.83,1606.01,1614.11,1993712,199371.2,322049053.815,1,1696521600000
2023-10-05 23:00:00,1641.8,1642.33,1605,1618.33,4644231,464423.1,753607026.312,1,1696518000000
2023-10-05 22:00:00,1642.72,1648.21,1639.77,1641.81,751941,75194.1,123597928.424,1,1696514400000
2023-10-05 21:00:00,1633.92,1649.8,1633.74,1642.73,1823879,182387.9,299582187.122,1,1696510800000
2023-10-05 20:00:00,1636.8,1637.86,1631.1,1633.93,546986,54698.6,89388277.804,1,1696507200000
2023-10-05 19:00:00,1641.31,1641.52,1636.16,1636.8,257368,25736.8,42177233.581,1,1696503600000
2023-10-05 18:00:00,1639.07,1641.52,1636.92,1641.31,258462,25846.2,42358077.068,1,1696500000000
2023-10-05 17:00:00,1638.51,1642.34,1637.22,1639.08,277292,27729.2,45466743.657,1,1696496400000
2023-10-05 16:00:00,1636.48,1639.4,1635.06,1638.51,264108,26410.8,43234064.528,1,1696492800000
2023-10-05 15:00:00,1638.42,1638.42,1632,1636.49,628208,62820.8,102693637.078,1,1696489200000
2023-10-05 14:00:00,1640.51,1641.58,1636.73,1638.43,371760,37176,60927129.839,1,1696485600000
2023-10-05 13:00:00,1644.9,1646.28,1640.14,1640.5,191737,19173.7,31502206.346,1,1696482000000
2023-10-05 12:00:00,1642.53,1644.99,1641.75,1644.89,193828,19382.8,31851832.076,1,1696478400000
2023-10-05 11:00:00,1644.17,1646.58,1642.02,1642.53,235653,23565.3,38753069.484,1,1696474800000
2023-10-05 10:00:00,1647.32,1647.64,1643.04,1644.17,197708,19770.8,32520476.249,1,1696471200000
2023-10-05 09:00:00,1650.16,1651.08,1644,1647.32,353409,35340.9,58207559.781,1,1696467600000
2023-10-05 08:00:00,1646.43,1655.55,1644.74,1650.11,528648,52864.8,87226858.409,1,1696464000000
2023-10-05 07:00:00,1648.39,1652.72,1646.43,1646.44,305921,30592.1,50468223.7,1,1696460400000
2023-10-05 06:00:00,1643.51,1649.44,1642.66,1648.4,223934,22393.4,36866901.633,1,1696456800000
2023-10-05 05:00:00,1641.59,1648,1641.37,1643.5,305175,30517.5,50206196.289,1,1696453200000
2023-10-05 04:00:00,1643.15,1647.8,1640.42,1641.73,365820,36582,60169777.708,1,1696449600000
2023-10-05 03:00:00,1643.8,1655,1637.29,1643.16,1996871,199687.1,329025866.435,1,1696446000000
2023-10-05 02:00:00,1639.11,1644.61,1638.39,1643.8,309952,30995.2,50863296.511,1,1696442400000
2023-10-05 01:00:00,1637.82,1642.71,1637.43,1639.11,388580,38858,63711270.435,1,1696438800000
2023-10-05 00:00:00,1632.66,1643.5,1631.64,1637.82,618058,61805.8,101227041.617,1,1696435200000
2023-10-04 23:00:00,1633.8,1638.19,1631.36,1632.65,579007,57900.7,94685987.45,1,1696431600000
2023-10-04 22:00:00,1635.19,1638.1,1626.71,1633.81,1491481,149148.1,243584082.345,1,1696428000000
2023-10-04 21:00:00,1646.43,1646.77,1633.42,1635.19,1254601,125460.1,205728281.413,1,1696424400000
2023-10-04 20:00:00,1646.9,1650.42,1645.02,1646.43,392107,39210.7,64620702.44,1,1696420800000
2023-10-04 19:00:00,1646.31,1648.09,1645.34,1646.9,258668,25866.8,42602151.725,1,1696417200000
2023-10-04 18:00:00,1651.82,1652.6,1646.03,1646.3,369344,36934.4,60901092.433,1,1696413600000
2023-10-04 17:00:00,1646.47,1652.93,1645.51,1651.81,424988,42498.8,70076105.223,1,1696410000000
2023-10-04 16:00:00,1645,1648.66,1643.35,1646.47,505171,50517.1,83167583.585,1,1696406400000
2023-10-04 15:00:00,1642.34,1645,1640.82,1645,331932,33193.2,54537739.33,1,1696402800000
2023-10-04 14:00:00,1641,1642.35,1636.3,1642.33,326263,32626.3,53477763.63,1,1696399200000
2023-10-04 13:00:00,1639.45,1641,1636.28,1641,276942,27694.2,45373965.678,1,1696395600000
2023-10-04 12:00:00,1641.98,1642.11,1637.55,1639.46,363502,36350.2,59611364.315,1,1696392000000
2023-10-04 11:00:00,1641.88,1646.3,1641.38,1641.99,231590,23159,38067035.307,1,1696388400000
2023-10-04 10:00:00,1638.99,1647.23,1637.42,1641.88,662254,66225.4,108824716.364,1,1696384800000
2023-10-04 09:00:00,1638.59,1640.79,1634,1638.99,668623,66862.3,109507776.417,1,1696381200000
2023-10-04 08:00:00,1657.08,1657.89,1616,1638.59,2665536,266553.6,436231670.28,1,1696377600000
2023-10-04 07:00:00,1657.65,1660.62,1654.61,1657.08,333463,33346.3,55276357.862,1,1696374000000
2023-10-04 06:00:00,1654.8,1658.95,1648.16,1657.64,394294,39429.4,65144865.966,1,1696370400000
2023-10-04 05:00:00,1657.12,1658.58,1653.98,1654.8,147646,14764.6,24453281.697,1,1696366800000
2023-10-04 04:00:00,1650.44,1659.9,1645.52,1657.13,569614,56961.4,94191748.038,1,1696363200000
2023-10-04 03:00:00,1649.03,1656.19,1646.23,1650.45,457797,45779.7,75600458.732,1,1696359600000
2023-10-04 02:00:00,1655.37,1656.18,1648.67,1649.04,355427,35542.7,58750797.117,1,1696356000000
2023-10-04 01:00:00,1651,1658.44,1650.4,1655.37,515737,51573.7,85355617.98,1,1696352400000
2023-10-04 00:00:00,1648.4,1653.42,1647.08,1650.99,438780,43878,72425185.467,1,1696348800000
2023-10-03 23:00:00,1648.2,1652.82,1643.5,1648.41,779634,77963.4,128491680.04,1,1696345200000
2023-10-03 22:00:00,1661.42,1661.42,1643,1648.21,1599847,159984.7,264095710.301,1,1696341600000
2023-10-03 21:00:00,1656.18,1663.33,1652.93,1661.43,722272,72227.2,119870124.59,1,1696338000000
2023-10-03 20:00:00,1656.36,1659,1648.43,1656.18,737871,73787.1,122057552.826,1,1696334400000
2023-10-03 19:00:00,1659.81,1660.19,1650,1656.35,785912,78591.2,129986282.988,1,1696330800000
2023-10-03 18:00:00,1659.37,1661.27,1654.46,1659.81,606182,60618.2,100507694.433,1,1696327200000
2023-10-03 17:00:00,1664.21,1665.73,1659.09,1659.37,356152,35615.2,59208596.16,1,1696323600000
2023-10-03 16:00:00,1662.41,1667.66,1662.27,1664.21,244554,24455.4,40730715.438,1,1696320000000
2023-10-03 15:00:00,1669,1669.66,1661.9,1662.51,346260,34626,57636255.311,1,1696316400000
2023-10-03 14:00:00,1665.79,1670.79,1664.75,1668.99,229258,22925.8,38231808.66,1,1696312800000
2023-10-03 13:00:00,1667.48,1670.76,1664.05,1665.79,276510,27651,46106152.077,1,1696309200000
2023-10-03 12:00:00,1665.7,1667.97,1663.65,1667.48,264170,26417,44005070.774,1,1696305600000
2023-10-03 11:00:00,1667.81,1667.89,1663.65,1665.71,294013,29401.3,48971758.882,1,1696302000000
2023-10-03 10:00:00,1668,1668.23,1665.93,1667.82,190137,19013.7,31697590.413,1,1696298400000
2023-10-03 09:00:00,1662.52,1669.04,1660.09,1667.95,399609,39960.9,66535123.407,1,1696294800000
2023-10-03 08:00:00,1662.3,1666.84,1661.49,1662.52,399196,39919.6,66412702.03,1,1696291200000
2023-10-03 07:00:00,1661.32,1666,1658.68,1662.41,469866,46986.6,78112088.248,1,1696287600000
2023-10-03 06:00:00,1654.63,1661.78,1649.6,1661.38,585157,58515.7,96929384.723,1,1696284000000
2023-10-03 05:00:00,1665.36,1666.54,1635,1654.62,1381181,138118.1,228234142.91,1,1696280400000
2023-10-03 04:00:00,1674.6,1674.6,1664.15,1665.29,448680,44868,74843430.089,1,1696276800000
2023-10-03 03:00:00,1657.86,1675.09,1649,1674.6,1185960,118596,197060465.026,1,1696273200000
2023-10-03 02:00:00,1688.62,1692.66,1631,1657.86,3447047,344704.7,572049934.586,1,1696269600000
2023-10-03 01:00:00,1686.62,1690.94,1681.34,1688.62,708045,70804.5,119451958.955,1,1696266000000
2023-10-03 00:00:00,1692.01,1693.97,1679.45,1686.62,2217919,221791.9,374309237.945,1,1696262400000
2023-10-02 23:00:00,1716.47,1717.75,1687.57,1692.01,2433722,243372.2,413872288.056,1,1696258800000
2023-10-02 22:00:00,1728.43,1729.33,1704.1,1716.47,2602173,260217.3,445861000.588,1,1696255200000
2023-10-02 21:00:00,1730.09,1730.7,1718.41,1728.41,1022309,102230.9,176418890.091,1,1696251600000
2023-10-02 20:00:00,1725.4,1734.95,1724.13,1730.16,827106,82710.6,143096693.921,1,1696248000000
2023-10-02 19:00:00,1731.44,1733.9,1724.43,1725.41,618081,61808.1,106833566.949,1,1696244400000
2023-10-02 18:00:00,1731.45,1732.88,1730.4,1731.44,238196,23819.6,41248563.54,1,1696240800000
2023-10-02 17:00:00,1734.61,1736,1729.66,1731.45,498055,49805.5,86307473.751,1,1696237200000
2023-10-02 16:00:00,1730.19,1745.42,1725.86,1734.6,1335046,133504.6,231817407.884,1,1696233600000
2023-10-02 15:00:00,1724.91,1734.25,1722.75,1730.2,1026724,102672.4,177476910.023,1,1696230000000
2023-10-02 14:00:00,1718.31,1724.92,1716.82,1724.9,391110,39111,67327291.471,1,1696226400000
2023-10-02 13:00:00,1726.41,1728.71,1711.99,1718.31,974813,97481.3,167597442.392,1,1696222800000
2023-10-02 12:00:00,1729.27,1730.08,1725.14,1726.4,290356,29035.6,50154494.159,1,1696219200000
2023-10-02 11:00:00,1727.01,1733.54,1725.35,1729.28,535777,53577.7,92609451.132,1,1696215600000
2023-10-02 10:00:00,1726.19,1729.29,1724.5,1727.01,330692,33069.2,57100633.378,1,1696212000000
2023-10-02 09:00:00,1724.76,1726.8,1718.13,1726.19,577879,57787.9,99567942.617,1,1696208400000
2023-10-02 08:00:00,1734,1735.47,1721.2,1724.75,781705,78170.5,135064365.029,1,1696204800000
2023-10-02 07:00:00,1734.84,1737,1725.28,1734,1012234,101223.4,175246215.723,1,1696201200000
2023-10-02 06:00:00,1678.41,1785.54,1676.47,1734.83,5940321,594032.1,1026722894.056,1,1696197600000
2023-10-02 05:00:00,1674.43,1678.95,1673.4,1678.41,155517,15551.7,26067016.694,1,1696194000000
2023-10-02 04:00:00,1676.58,1677.04,1667.66,1674.44,591136,59113.6,98853990.201,1,1696190400000
2023-10-02 03:00:00,1675.88,1677.62,1674.4,1676.58,167970,16797,28158734.97,1,1696186800000
2023-10-02 02:00:00,1672.84,1676.84,1671.97,1675.8,270791,27079.1,45360792.446,1,1696183200000
2023-10-02 01:00:00,1679.42,1681.45,1670.6,1672.81,828556,82855.6,138829147.18,1,1696179600000
2023-10-02 00:00:00,1683.79,1684.39,1677.46,1679.43,356525,35652.5,59944579.052,1,1696176000000
2023-10-01 23:00:00,1681.49,1684.6,1680.69,1683.79,223799,22379.9,37656722.516,1,1696172400000
2023-10-01 22:00:00,1686.74,1691,1676.98,1681.5,1020628,102062.8,171844825.949,1,1696168800000
2023-10-01 21:00:00,1687.8,1688,1682.01,1686.75,340598,34059.8,57377115.773,1,1696165200000
2023-10-01 20:00:00,1688.69,1689.32,1683.68,1687.8,370883,37088.3,62559238.286,1,1696161600000
2023-10-01 19:00:00,1686.35,1692,1684.5,1688.69,457237,45723.7,77238839.263,1,1696158000000
2023-10-01 18:00:00,1685.99,1692.6,1684.1,1686.43,853665,85366.5,144104560.172,1,1696154400000
2023-10-01 17:00:00,1679.41,1688,1679.23,1686,627362,62736.2,105650752.964,1,1696150800000
2023-10-01 16:00:00,1678.41,1681.48,1676.5,1679.48,244979,24497.9,41128721.87,1,1696147200000
2023-10-01 15:00:00,1678.82,1679.76,1676.98,1678.41,149936,14993.6,25171467.022,1,1696143600000
2023-10-01 14:00:00,1679.26,1680.76,1677.72,1678.83,188270,18827,31612625.894,1,1696140000000
2023-10-01 13:00:00,1675.68,1680.44,1675.41,1679.25,331156,33115.6,55588753.473,1,1696136400000
